obs_1,cluster_0
obs_2,cluster_0
obs_3,cluster_0
obs_4,cluster_13
obs_5,cluster_0
obs_6,cluster_0
obs_7,cluster_0
obs_8,cluster_13
obs_9,cluster_0
obs_10,cluster_13
obs_11,cluster_0
obs_12,cluster_0
obs_13,cluster_0
obs_14,cluster_13
obs_15,cluster_0
obs_16,cluster_5
obs_17,cluster_5
obs_18,cluster_0
obs_19,cluster_0
obs_20,cluster_0
obs_21,cluster_0
obs_22,cluster_6
obs_23,cluster_6
obs_24,cluster_0
obs_25,cluster_6
obs_26,cluster_10
obs_27,cluster_0
obs_28,cluster_13
obs_29,cluster_2
obs_30,cluster_5
obs_31,cluster_0
obs_32,cluster_0
obs_33,cluster_0
obs_34,cluster_5
obs_35,cluster_6
obs_36,cluster_12
obs_37,cluster_12
obs_38,cluster_0
obs_39,cluster_6
obs_40,cluster_10
obs_41,cluster_0
obs_42,cluster_0
obs_43,cluster_9
obs_44,cluster_5
obs_45,cluster_0
obs_46,cluster_9
obs_47,cluster_10
obs_48,cluster_0
obs_49,cluster_6
obs_50,cluster_9
obs_51,cluster_5
obs_52,cluster_12
obs_53,cluster_0
obs_54,cluster_6
obs_55,cluster_13
obs_56,cluster_6
obs_57,cluster_12
obs_58,cluster_0
obs_59,cluster_0
obs_60,cluster_1
obs_61,cluster_1
obs_62,cluster_5
obs_63,cluster_2
obs_64,cluster_0
obs_65,cluster_3
obs_66,cluster_12
obs_67,cluster_3
obs_68,cluster_3
obs_69,cluster_3
obs_70,cluster_12
obs_71,cluster_5
obs_72,cluster_5
obs_73,cluster_5
obs_74,cluster_10
obs_75,cluster_10
obs_76,cluster_0
obs_77,cluster_0
obs_78,cluster_10
obs_79,cluster_10
obs_80,cluster_15
obs_81,cluster_15
obs_82,cluster_15
obs_83,cluster_10
obs_84,cluster_5
obs_85,cluster_3
obs_86,cluster_3
obs_87,cluster_3
obs_88,cluster_3
obs_89,cluster_12
obs_90,cluster_3
obs_91,cluster_5
obs_92,cluster_5
obs_93,cluster_5
obs_94,cluster_5
obs_95,cluster_5
obs_96,cluster_5
obs_97,cluster_5
obs_98,cluster_5
obs_99,cluster_5
obs_100,cluster_5
