obs_1,cluster_3
obs_2,cluster_3
obs_3,cluster_3
obs_4,cluster_0
obs_5,cluster_0
obs_6,cluster_0
obs_7,cluster_6
obs_8,cluster_2
obs_9,cluster_0
obs_10,cluster_10
obs_11,cluster_0
obs_12,cluster_6
obs_13,cluster_6
obs_14,cluster_0
obs_15,cluster_10
obs_16,cluster_3
obs_17,cluster_6
obs_18,cluster_0
obs_19,cluster_0
obs_20,cluster_9
obs_21,cluster_12
obs_22,cluster_9
obs_23,cluster_11
obs_24,cluster_9
obs_25,cluster_0
obs_26,cluster_0
obs_27,cluster_0
obs_28,cluster_16
obs_29,cluster_0
obs_30,cluster_3
obs_31,cluster_3
obs_32,cluster_3
obs_33,cluster_12
obs_34,cluster_6
obs_35,cluster_6
obs_36,cluster_13
obs_37,cluster_13
obs_38,cluster_9
obs_39,cluster_0
obs_40,cluster_13
obs_41,cluster_0
obs_42,cluster_13
obs_43,cluster_13
obs_44,cluster_0
obs_45,cluster_17
obs_46,cluster_9
obs_47,cluster_11
obs_48,cluster_10
obs_49,cluster_6
obs_50,cluster_6
obs_51,cluster_13
obs_52,cluster_6
obs_53,cluster_6
obs_54,cluster_9
obs_55,cluster_2
obs_56,cluster_0
obs_57,cluster_12
obs_58,cluster_12
obs_59,cluster_9
obs_60,cluster_9
obs_61,cluster_12
obs_62,cluster_16
obs_63,cluster_16
obs_64,cluster_16
obs_65,cluster_0
obs_66,cluster_17
obs_67,cluster_16
obs_68,cluster_16
obs_69,cluster_16
obs_70,cluster_13
obs_71,cluster_6
obs_72,cluster_0
obs_73,cluster_16
obs_74,cluster_16
obs_75,cluster_6
obs_76,cluster_6
obs_77,cluster_17
obs_78,cluster_0
obs_79,cluster_13
obs_80,cluster_12
obs_81,cluster_5
obs_82,cluster_11
obs_83,cluster_11
obs_84,cluster_12
obs_85,cluster_9
obs_86,cluster_11
obs_87,cluster_5
obs_88,cluster_11
obs_89,cluster_11
obs_90,cluster_12
obs_91,cluster_9
obs_92,cluster_11
obs_93,cluster_5
obs_94,cluster_11
obs_95,cluster_11
obs_96,cluster_9
obs_97,cluster_12
obs_98,cluster_9
obs_99,cluster_11
obs_100,cluster_17
