obs_1,cluster_7
obs_2,cluster_2
obs_3,cluster_4
obs_4,cluster_7
obs_5,cluster_4
obs_6,cluster_7
obs_7,cluster_2
obs_8,cluster_4
obs_9,cluster_4
obs_10,cluster_7
obs_11,cluster_9
obs_12,cluster_4
obs_13,cluster_15
obs_14,cluster_7
obs_15,cluster_7
obs_16,cluster_7
obs_17,cluster_3
obs_18,cluster_7
obs_19,cluster_4
obs_20,cluster_7
obs_21,cluster_4
obs_22,cluster_7
obs_23,cluster_4
obs_24,cluster_7
obs_25,cluster_2
obs_26,cluster_4
obs_27,cluster_7
obs_28,cluster_2
obs_29,cluster_9
obs_30,cluster_11
obs_31,cluster_10
obs_32,cluster_11
obs_33,cluster_11
obs_34,cluster_10
obs_35,cluster_11
obs_36,cluster_11
obs_37,cluster_11
obs_38,cluster_11
obs_39,cluster_11
obs_40,cluster_11
obs_41,cluster_11
obs_42,cluster_16
obs_43,cluster_16
obs_44,cluster_16
obs_45,cluster_16
obs_46,cluster_16
obs_47,cluster_16
obs_48,cluster_16
obs_49,cluster_2
obs_50,cluster_5
obs_51,cluster_7
obs_52,cluster_15
obs_53,cluster_7
obs_54,cluster_7
obs_55,cluster_7
obs_56,cluster_2
obs_57,cluster_2
obs_58,cluster_10
obs_59,cluster_13
obs_60,cluster_7
obs_61,cluster_2
obs_62,cluster_13
obs_63,cluster_10
obs_64,cluster_7
obs_65,cluster_2
obs_66,cluster_2
obs_67,cluster_2
obs_68,cluster_9
obs_69,cluster_7
obs_70,cluster_3
obs_71,cluster_2
obs_72,cluster_5
obs_73,cluster_15
obs_74,cluster_2
obs_75,cluster_2
obs_76,cluster_7
obs_77,cluster_7
obs_78,cluster_7
obs_79,cluster_7
obs_80,cluster_2
obs_81,cluster_2
obs_82,cluster_10
obs_83,cluster_13
obs_84,cluster_2
obs_85,cluster_2
obs_86,cluster_2
obs_87,cluster_13
obs_88,cluster_10
obs_89,cluster_2
obs_90,cluster_7
obs_91,cluster_7
obs_92,cluster_2
obs_93,cluster_2
obs_94,cluster_7
obs_95,cluster_3
obs_96,cluster_13
obs_97,cluster_2
obs_98,cluster_10
obs_99,cluster_13
obs_100,cluster_15
